FIPS,state,county,monthly_housing,annual_transportation ,annual_housing_transportation,total_cost,life_expectancy,male_life_expectancy,female_life_expectancy
13003,GA,Atkinson,780,13548,22908,37236,73.92,72.98,74.87
13005,GA,Bacon,804,13353,23001,37158,72.91,72.10,73.69
13007,GA,Baker,1006,13788,25860,40654,77.97,76.90,79.03
13009,GA,Baldwin,965,11275,22855,35095,76.09,75.58,76.65
13011,GA,Banks,1102,14736,27960,43798,77.4,76.69,78.15
13013,GA,Barrow,1118,14733,28149,44000,76.4,75.89,76.93
13015,GA,Bartow,1063,14319,27075,42457,76.13,75.69,76.58
13017,GA,Ben Hill,743,12109,21025,33877,73.59,72.87,74.34
13019,GA,Berrien,781,12999,22371,36151,75.18,74.49,75.86
13021,GA,Bibb,1001,11438,23450,35889,73.78,73.38,74.21
13023,GA,Bleckley,882,13180,23764,37826,75.79,75.00,76.56
13025,GA,Brantley,907,14038,24922,39867,74.81,74.15,75.50
13027,GA,Brooks,912,13499,24443,38854,75.59,74.87,76.28
13029,GA,Bryan,1375,14197,30697,46269,75.94,75.29,76.56
13031,GA,Bulloch,969,11901,23529,36399,77.07,76.55,77.56
13033,GA,Burke,828,14403,24339,39570,73.27,72.56,73.93
13035,GA,Butts,1091,14920,28012,44023,74.04,73.34,74.73
13037,GA,Calhoun,770,11656,20896,33322,73.95,72.99,74.88
13039,GA,Camden,1198,13853,28229,43280,77.68,77.11,78.25
13043,GA,Candler,946,12637,23989,37572,74.37,73.56,75.18
13045,GA,Carroll,1019,14401,26629,42049,75.22,74.80,75.65
13047,GA,Catoosa,1069,13525,26353,40947,78.1,77.65,78.57
13049,GA,Charlton,870,14837,25277,40984,75.38,74.58,76.20
13051,GA,Chatham,1254,12351,27399,41004,77.04,76.69,77.38
13053,GA,Chattahoochee,1142,11843,25547,38532,77.13,76.20,78.14
13055,GA,Chattooga,817,12205,22009,35031,74.52,73.90,75.14
13057,GA,Cherokee,1448,14413,31789,47650,79.93,79.57,80.29
13059,GA,Clarke,1003,11651,23687,36341,78.35,77.93,78.77
13061,GA,Clay,800,11336,20936,33072,74.45,73.35,75.54
13063,GA,Clayton,1039,12739,25207,38985,77.22,76.85,77.59
13065,GA,Clinch,866,12399,22791,36056,73.14,72.29,74.09
13067,GA,Cobb,1404,12915,29763,44082,80.08,79.84,80.34
13069,GA,Coffee,821,12560,22412,35793,74.89,74.35,75.46
13071,GA,Colquitt,810,12889,22609,36308,74.78,74.21,75.35
13073,GA,Columbia,1379,14063,30611,46053,79.76,79.38,80.14
13075,GA,Cook,864,13125,23493,37482,74.22,73.55,74.94
13077,GA,Coweta,1260,14556,29676,45492,78.17,77.74,78.61
13079,GA,Crawford,991,13779,25671,40441,76.63,75.86,77.40
13081,GA,Crisp,816,12035,21827,34678,74.87,74.23,75.55
13083,GA,Dade,975,14124,25824,40923,75.58,74.84,76.29
13085,GA,Dawson,1382,15095,31679,48156,78.26,77.60,78.87
13087,GA,Decatur,866,11993,22385,35244,79.14,78.88,79.41
13089,GA,DeKalb,1352,12126,28350,41828,74.46,73.81,75.11
13091,GA,Dodge,860,12333,22653,35846,74.99,74.32,75.67
13093,GA,Dooly,800,12185,21785,34770,77.16,76.42,77.84
13095,GA,Dougherty,903,11173,22009,34085,75.19,74.68,75.66
13097,GA,Douglas,1219,13955,28583,43757,77.06,76.64,77.49
13099,GA,Early,887,12911,23555,37353,73.76,72.93,74.59
13101,GA,Echols,826,13678,23590,38094,77.31,76.19,78.44
13103,GA,Effingham,1222,14405,29069,44696,76.74,76.19,77.24
13105,GA,Elbert,789,12599,22067,35455,74.78,74.19,75.40
13107,GA,Emanuel,811,12858,22590,36259,73.37,72.71,74.05
13109,GA,Evans,916,12313,23305,36534,74.74,73.98,75.56
13111,GA,Fannin,1042,13046,25550,39638,76.94,76.36,77.52
13113,GA,Fayette,1615,14492,33872,49979,81.22,80.82,81.61
13115,GA,Floyd,968,13096,24712,38776,75.8,75.36,76.22
13117,GA,Forsyth,1667,14868,34872,51407,81.28,80.92,81.64
13119,GA,Franklin,946,12412,23764,37122,74.79,74.15,75.47
13121,GA,Fulton,1510,11810,29930,43250,77.65,77.42,77.89
13123,GA,Gilmer,1040,13929,26409,41378,78.32,77.67,78.94
13125,GA,Glascock,772,14523,23787,39082,74.14,72.92,75.38
13127,GA,Glynn,1230,12711,27471,41412,76.9,76.46,77.39
13129,GA,Gordon,911,13915,24847,39673,75.73,75.20,76.26
13131,GA,Grady,948,12571,23947,37466,75.54,74.94,76.15
13133,GA,Greene,1249,13614,28602,43465,76.81,76.14,77.48
13135,GA,Gwinnett,1399,13434,30222,45055,80.58,80.34,80.82
13137,GA,Habersham,1028,14186,26522,41736,78.3,77.79,78.82
13139,GA,Hall,1223,14267,28943,44433,78.57,78.18,78.97
13141,GA,Hancock,879,12902,23450,37231,75.28,74.41,76.14
13143,GA,Haralson,994,14719,26647,42360,73.75,73.08,74.39
13145,GA,Harris,1315,14953,30733,47001,78.87,78.27,79.47
13147,GA,Hart,943,12818,24134,37895,77.02,76.37,77.63
13149,GA,Heard,931,15042,26214,42187,74.81,74.01,75.67
13151,GA,Henry,1256,14307,29379,44942,77.5,77.15,77.88
13153,GA,Houston,1070,13437,26277,40784,77.82,77.40,78.21
13155,GA,Irwin,835,12854,22874,36563,75.45,74.59,76.28
13157,GA,Jackson,1230,15003,29763,45996,75.71,75.21,76.22
13159,GA,Jasper,1044,15399,27927,44370,75.96,75.22,76.71
13161,GA,Jeff Davis,791,13372,22864,37027,73.49,72.74,74.24
13163,GA,Jefferson,834,12058,22066,34958,73.05,72.30,73.78
13165,GA,Jenkins,642,12194,19898,32734,74,73.13,74.94
13167,GA,Johnson,815,13046,22826,36687,75.89,75.04,76.74
13169,GA,Jones,1178,13448,27584,42210,77.92,77.27,78.56
13171,GA,Lamar,1090,14862,27942,43894,74.4,73.64,75.12
13173,GA,Lanier,1026,12965,25277,39268,75.4,74.53,76.23
13175,GA,Laurens,903,12138,22974,36015,75.06,74.49,75.58
13177,GA,Lee,1219,13110,27738,42067,77.62,77.01,78.26
13179,GA,Liberty,1060,12660,25380,39100,76.8,76.23,77.38
13181,GA,Lincoln,1037,14642,27086,42765,75.83,74.97,76.70
13183,GA,Long,949,13889,25277,40115,77.1,76.32,77.94
13185,GA,Lowndes,960,12202,23722,36884,76.04,75.60,76.48
13187,GA,Lumpkin,1134,14190,27798,43122,77.59,76.98,78.17
13189,GA,McDuffie,936,13926,25158,40020,73.79,72.99,74.57
13191,GA,McIntosh,902,13891,24715,39508,75.42,74.81,76.00
13193,GA,Macon,737,11931,20775,33443,75.69,74.75,76.55
13195,GA,Madison,971,14126,25778,40875,73.76,73.05,74.45
13197,GA,Marion,897,14231,24995,40123,78.08,77.34,78.82
13199,GA,Meriwether,984,14978,26786,42748,74.87,74.18,75.56
13201,GA,Miller,893,13171,23887,37951,75.41,74.35,76.42
13205,GA,Mitchell,815,12442,22222,35479,75.1,74.46,75.83
13207,GA,Monroe,1159,13487,27395,42041,77.13,76.55,77.74
13209,GA,Montgomery,855,13102,23362,37319,75.87,74.96,76.78
13211,GA,Morgan,1227,15540,30264,47031,77.33,76.60,78.06
13213,GA,Murray,858,13368,23664,37890,74.91,74.30,75.51
13215,GA,Muscogee,1068,11941,24757,37766,75.13,74.74,75.50
13217,GA,Newton,1146,14626,28378,44150,76.05,75.64,76.53
13219,GA,Oconee,1500,14364,32364,48228,80.43,79.91,80.97
13221,GA,Oglethorpe,1098,14645,27821,43564,77.93,77.26,78.63
13223,GA,Paulding,1235,14836,29656,45727,78.27,77.84,78.70
13225,GA,Peach,1009,14104,26212,41325,73.82,73.15,74.51
13227,GA,Pickens,1192,15095,29399,45686,77.37,76.76,77.97
13229,GA,Pierce,922,12755,23819,37496,74.67,73.94,75.45
13231,GA,Pike,1277,15593,30917,47787,75.85,75.12,76.60
13233,GA,Polk,1020,12984,25224,39228,73.53,72.94,74.07
13235,GA,Pulaski,922,14300,25364,40586,76.85,76.10,77.63
13237,GA,Putnam,1098,14061,27237,42396,77.12,76.46,77.76
13239,GA,Quitman,853,11999,22235,35087,75.81,74.50,77.09
13241,GA,Rabun,1135,12865,26485,40485,77.48,76.85,78.16
13243,GA,Randolph,678,12546,20682,33906,74.9,73.94,75.82
13245,GA,Richmond,956,12522,23994,37472,74.07,73.68,74.45
13247,GA,Rockdale,1161,14173,28105,43439,78.22,77.75,78.66
13249,GA,Schley,914,12706,23674,37294,76.26,75.11,77.36
13251,GA,Screven,937,13144,24388,38469,74.32,73.57,75.01
13253,GA,Seminole,848,12895,23071,36814,74.91,74.07,75.75
13255,GA,Spalding,999,14011,25999,41009,74.62,74.12,75.14
13257,GA,Stephens,902,13643,24467,39012,74.51,73.90,75.15
13259,GA,Stewart,654,11501,19349,31504,74.36,73.37,75.40
13261,GA,Sumter,789,12167,21635,34591,74.95,74.36,75.53
13263,GA,Talbot,948,13325,24701,38974,74.41,73.47,75.27
13265,GA,Taliaferro,833,12674,22670,36177,75.44,74.13,76.76
13267,GA,Tattnall,806,11839,21511,34156,74.93,74.29,75.54
13269,GA,Taylor,808,12182,21878,34868,74.58,73.70,75.43
13271,GA,Telfair,696,11160,19512,31368,76.02,75.30,76.72
13273,GA,Terrell,756,12913,21985,35654,73.99,73.13,74.84
13275,GA,Thomas,940,12226,23506,36672,75.52,74.97,76.03
13277,GA,Tift,802,12290,21914,35006,75.36,74.79,75.96
13279,GA,Toombs,760,12409,21529,34698,74.15,73.54,74.78
13281,GA,Towns,1059,12822,25530,39411,78.24,77.53,79.00
13283,GA,Treutlen,630,12821,20381,33832,75.09,74.15,76.06
13285,GA,Troup,1002,13288,25312,39602,75.14,74.64,75.65
13287,GA,Turner,931,12490,23662,37083,74.14,73.31,75.00
13289,GA,Twiggs,848,13508,23684,38040,74.66,73.77,75.53
13291,GA,Union,1109,13862,27170,42141,78.44,77.79,79.05
13293,GA,Upson,896,12252,23004,36152,73.71,73.09,74.33
13295,GA,Walker,915,13516,24496,38927,74.85,74.38,75.29
13297,GA,Walton,1209,14939,29447,45595,76.6,76.12,77.06
13299,GA,Ware,838,11709,21765,34312,74.22,73.64,74.74
13301,GA,Warren,804,12634,22282,35720,74.26,73.26,75.20
13303,GA,Washington,923,12747,23823,37493,75.1,74.36,75.80
13305,GA,Wayne,836,12714,22746,36296,74.93,74.33,75.53
13307,GA,Webster,882,13560,24144,38586,77.87,76.61,79.10
13309,GA,Wheeler,615,10997,18377,29989,76.49,75.55,77.36
13311,GA,White,1056,13845,26517,41418,78.14,77.51,78.76
13313,GA,Whitfield,910,12804,23724,37438,77.06,76.63,77.50
13315,GA,Wilcox,802,12447,22071,35320,75.03,74.15,75.82
13317,GA,Wilkes,890,13086,23766,37742,74.85,74.09,75.68
13319,GA,Wilkinson,908,13620,24516,39044,74.74,73.98,75.58
13321,GA,Worth,827,12976,22900,36703,76.49,75.88,77.11
15001,HI,Hawaii,1434,14619,31827,47880,80.15,79.63,80.68
15003,HI,Honolulu,2059,13954,38662,54675,81.37,81.10,81.66
15005,HI,Kalawao,856,14703,24975,40534,80.99,80.51,81.51
15007,HI,Kauai,1749,15337,36325,53411,81.07,80.45,81.68
15009,HI,Maui,1818,15162,36978,53958,80.99,80.51,81.51
16001,ID,Ada,1206,13130,27602,41938,80.75,80.46,81.03
16003,ID,Adams,924,14191,25279,40394,80.6,79.64,81.51
16005,ID,Bannock,966,12895,24487,38348,77.86,77.40,78.32
16007,ID,Bear Lake,852,15337,25561,41750,78.65,77.76,79.48
16009,ID,Benewah,923,13071,24147,38141,76.77,75.96,77.56
16011,ID,Bingham,969,15124,26752,42845,78.65,78.11,79.19
16013,ID,Blaine,1557,14410,33094,49061,82.99,82.41,83.60
16015,ID,Boise,1146,16219,29971,47336,81.05,80.21,81.91
16017,ID,Bonner,1160,13595,27515,42270,79.37,78.89,79.88
16019,ID,Bonneville,1066,13895,26687,41648,79,78.60,79.42
16021,ID,Boundary,1124,13437,26925,41486,78.19,77.42,78.93
16023,ID,Butte,835,16531,26551,43917,78.74,77.74,79.76
16025,ID,Camas,1063,16457,29213,46733,80.89,79.28,82.39
16027,ID,Canyon,991,13864,25756,40611,79.05,78.67,79.40
16029,ID,Caribou,906,16041,26913,43860,78.79,77.92,79.61
16031,ID,Cassia,882,14916,25500,41298,78.78,78.17,79.39
16033,ID,Clark,789,15312,24780,40881,78.28,76.67,79.97
16035,ID,Clearwater,963,12613,24169,37745,78.63,77.89,79.37
16037,ID,Custer,1053,14601,27237,42891,80.4,79.43,81.34
16039,ID,Elmore,1016,13490,25682,40188,78.46,77.82,79.09
16041,ID,Franklin,1092,16380,29484,46956,80.28,79.54,81.03
16043,ID,Fremont,1103,14887,28123,44113,80.08,79.40,80.80
16045,ID,Gem,1012,14425,26569,42006,78.47,77.81,79.09
16047,ID,Gooding,897,13747,24511,39155,78.13,77.42,78.82
16049,ID,Idaho,982,13766,25550,40298,79.57,78.93,80.23
16051,ID,Jefferson,1107,15631,28915,45653,80.18,79.54,80.81
16053,ID,Jerome,934,14262,25470,40666,78.26,77.56,78.92
16055,ID,Kootenai,1176,13512,27624,42312,79.51,79.14,79.86
16057,ID,Latah,955,12753,24213,37921,81.01,80.48,81.60
16059,ID,Lemhi,933,12793,23989,37715,79.39,78.61,80.12
16061,ID,Lewis,844,13174,23302,37320,78.63,77.60,79.68
16063,ID,Lincoln,935,15658,26878,43471,78.4,77.40,79.36
16065,ID,Madison,946,12698,24050,37694,81.09,80.47,81.74
16067,ID,Minidoka,818,14968,24784,40570,78.61,77.94,79.30
16069,ID,Nez Perce,1046,13206,25758,40010,78.23,77.69,78.75
16071,ID,Oneida,1019,14896,27124,43039,80.21,79.26,81.19
16073,ID,Owyhee,940,15259,26539,42738,78.7,77.87,79.47
16075,ID,Payette,970,12918,24558,38446,78.51,77.85,79.13
16077,ID,Power,824,14470,24358,39652,78.37,77.42,79.31
16079,ID,Shoshone,809,12486,22194,35489,75.9,75.17,76.63
16081,ID,Teton,1216,17102,31694,50012,82.11,81.22,83.03
16083,ID,Twin Falls,996,13928,25880,40804,78.04,77.61,78.48
16085,ID,Valley,1195,15818,30158,47171,81.84,81.10,82.61
16087,ID,Washington,935,13036,24256,38227,78.71,77.99,79.43
17001,IL,Adams,925,12944,24044,37913,78.7,78.25,79.13
17003,IL,Alexander,683,13772,21968,36423,74.15,73.33,75.00
17005,IL,Bond,1042,14647,27151,42840,78.87,78.28,79.47
17007,IL,Boone,1401,13884,30696,45981,79.75,79.28,80.24
17009,IL,Brown,905,13277,24137,38319,79.09,78.16,79.96
17011,IL,Bureau,1007,14319,26403,41729,79.49,79.05,80.02
17013,IL,Calhoun,1088,15326,28382,44796,78.93,78.06,79.74
17015,IL,Carroll,966,13908,25500,40374,79.06,78.42,79.70
17017,IL,Cass,847,13615,23779,38241,77.23,76.60,77.92
17019,IL,Champaign,1106,11886,25158,38150,80.25,79.90,80.59
17021,IL,Christian,878,13402,23938,38218,77.92,77.40,78.46
17023,IL,Clark,924,14224,25312,40460,77.36,76.72,78.04
17025,IL,Clay,750,14243,23243,38236,77.51,76.86,78.16
17027,IL,Clinton,1211,14604,29136,44951,79.62,79.13,80.13
17029,IL,Coles,878,12727,23263,36868,78.42,77.95,78.87
17031,IL,Cook,1550,11062,29662,42274,78.67,78.56,78.79
17033,IL,Crawford,818,14045,23861,38724,77.78,77.12,78.41
17035,IL,Cumberland,911,14358,25290,40559,78.8,78.06,79.49
17037,IL,DeKalb,1299,14163,29751,45213,78.05,77.43,78.67
17039,IL,De Witt,993,15567,27483,44043,79.89,79.46,80.32
17041,IL,Douglas,959,14524,26032,41515,78.85,78.27,79.47
17043,IL,DuPage,1891,13183,35875,50949,81.87,81.67,82.06
17045,IL,Edgar,845,13457,23597,37899,77.33,76.73,77.89
17047,IL,Edwards,768,14197,23413,38378,77.46,76.55,78.35
17049,IL,Effingham,992,14697,26601,42290,79.01,78.49,79.53
17051,IL,Fayette,896,14463,25215,40574,78.76,78.17,79.33
17053,IL,Ford,942,14243,25547,40732,77.37,76.72,78.04
17055,IL,Franklin,798,12478,22054,35330,75.28,74.75,75.84
17057,IL,Fulton,876,13598,24110,38584,77.84,77.35,78.36
17059,IL,Gallatin,696,13483,21835,36014,75.16,74.28,76.01
17061,IL,Greene,901,14079,24891,39871,77.58,76.95,78.27
17063,IL,Grundy,1432,14694,31878,48004,78.53,78.00,79.07
17065,IL,Hamilton,868,14091,24507,39466,77.7,76.95,78.51
17067,IL,Hancock,854,14515,24763,40132,79.81,79.22,80.39
17069,IL,Hardin,846,13266,23418,37530,75.21,74.28,76.15
17071,IL,Henderson,840,14660,24740,40240,78.65,77.84,79.43
17073,IL,Henry,1010,14424,26544,41978,79.4,78.95,79.84
17075,IL,Iroquois,993,14493,26409,41895,77.56,77.01,78.10
17077,IL,Jackson,906,12019,22891,35816,78.35,77.85,78.82
17079,IL,Jasper,944,15246,26574,42764,79.11,78.38,79.86
17081,IL,Jefferson,894,13008,23736,37638,77.21,76.68,77.74
17083,IL,Jersey,1078,14835,27771,43684,78.17,77.60,78.79
17085,IL,Jo Daviess,1175,14496,28596,44267,80.86,80.33,81.42
17087,IL,Johnson,966,13798,25390,40154,78.09,77.41,78.84
17089,IL,Kane,1694,14122,34450,50266,80.92,80.66,81.19
17091,IL,Kankakee,1198,13299,27675,42172,77.03,76.62,77.46
17093,IL,Kendall,1833,14866,36862,53561,81.17,80.76,81.60
17095,IL,Knox,840,11909,21989,34738,77.75,77.32,78.16
17097,IL,Lake,1994,13972,37900,53866,77.9,77.52,78.31
17099,IL,LaSalle,1089,13611,26679,41379,81.04,80.82,81.27
17101,IL,Lawrence,776,11970,21282,34028,76.09,75.44,76.79
17103,IL,Lee,1036,13526,25958,40520,78.23,77.71,78.78
17105,IL,Livingston,1020,13516,25756,40292,77.98,77.47,78.48
17107,IL,Logan,899,12149,22937,35985,78.52,78.01,79.05
17109,IL,McDonough,915,12414,23394,36723,77.7,77.31,78.13
17111,IL,McHenry,1773,14839,36115,52727,78.02,77.56,78.49
17113,IL,McLean,1205,13326,27786,42317,77.16,76.83,77.48
17115,IL,Macon,938,12672,23928,37538,76.66,76.15,77.18
17117,IL,Macoupin,972,14318,25982,41272,78.04,77.36,78.69
17119,IL,Madison,1134,13224,26832,41190,77.27,76.64,77.97
17121,IL,Marion,853,13036,23272,37161,75.88,75.21,76.58
17123,IL,Marshall,1051,14817,27429,43297,79.6,79.07,80.16
17125,IL,Mason,892,13681,24385,38958,80.15,79.86,80.45
17127,IL,Massac,965,13076,24656,38697,80.09,79.72,80.41
17129,IL,Menard,1096,14498,27650,43244,78.66,77.96,79.37
17131,IL,Mercer,894,14804,25532,41230,79.51,78.88,80.11
17133,IL,Monroe,1465,14651,32231,48347,80.48,79.97,80.97
17135,IL,Montgomery,900,12805,23605,37310,77.84,77.31,78.40
17137,IL,Morgan,920,12985,24025,37930,78.36,77.84,78.87
17139,IL,Moultrie,933,14376,25572,40881,78.19,77.56,78.80
17141,IL,Ogle,1184,14415,28623,44222,79.64,79.22,80.11
17143,IL,Peoria,1075,12644,25544,39263,78.22,77.88,78.58
17145,IL,Perry,839,13280,23348,37467,77.53,76.91,78.12
17147,IL,Piatt,1140,14595,28275,44010,79.4,78.72,80.05
17149,IL,Pike,776,14074,23386,38236,78.53,77.93,79.18
17151,IL,Pope,878,13804,24340,39022,77.98,77.02,78.95
17153,IL,Pulaski,788,12472,21928,35188,74.72,73.89,75.60
17155,IL,Putnam,1035,15098,27518,43651,79.78,78.83,80.71
17157,IL,Randolph,968,13777,25393,40138,77.68,77.13,78.23
17159,IL,Richland,829,13449,23397,37675,78.09,77.44,78.73
17161,IL,Rock Island,1037,12517,24961,38515,78.76,78.40,79.12
17163,IL,St. Clair,1163,12828,26784,40775,76.67,76.32,77.01
17165,IL,Saline,821,12204,22056,35081,74.9,74.26,75.48
17167,IL,Sangamon,1108,12262,25558,38928,78.33,78.00,78.68
17169,IL,Schuyler,870,13751,24191,38812,78.82,78.01,79.56
17171,IL,Scott,839,14628,24696,40163,78.78,77.87,79.68
17173,IL,Shelby,859,14308,24616,39783,79.85,79.31,80.40
17175,IL,Stark,920,15315,26355,42590,78.31,77.42,79.16
17177,IL,Stephenson,953,13133,24569,38655,79.68,79.23,80.13
17179,IL,Tazewell,1095,13416,26556,41067,78.69,78.33,79.05
17181,IL,Union,966,13783,25375,40124,76.4,75.73,77.02
17183,IL,Vermilion,856,12739,23011,36606,76.19,75.75,76.62
17185,IL,Wabash,866,13609,24001,38476,78.37,77.68,79.05
17187,IL,Warren,870,13697,24137,38704,78.39,77.77,79.06
17189,IL,Washington,1058,15204,27900,44162,79.07,78.43,79.71
17191,IL,Wayne,832,14047,24031,38910,77.79,77.17,78.39
17193,IL,White,820,13351,23191,37362,76.88,76.23,77.53
17195,IL,Whiteside,958,13405,24901,39264,78.92,78.48,79.39
17197,IL,Will,1765,14355,35535,51655,79.94,79.70,80.18
17199,IL,Williamson,932,12913,24097,37942,76.94,76.52,77.37
17201,IL,Winnebago,1096,12537,25689,39322,77.95,77.65,78.27
17203,IL,Woodford,1273,14673,29949,45895,80.3,79.82,80.77
18001,IN,Adams,846,14623,24775,40244,79.72,79.18,80.26
18003,IN,Allen,932,12960,24144,38036,78.31,78.02,78.61
18005,IN,Bartholomew,1057,13907,26591,41555,77.8,77.39,78.25
18007,IN,Benton,850,14450,24650,39950,78.41,77.67,79.23
18009,IN,Blackford,802,12507,22131,35440,76.81,76.08,77.53
18011,IN,Boone,1428,14080,31216,46724,78.87,78.40,79.31
18013,IN,Brown,1164,15475,29443,46082,79.4,78.76,80.04
18015,IN,Carroll,958,14834,26330,42122,79.8,79.21,80.38
18017,IN,Cass,838,13822,23878,38538,77.62,77.09,78.12
18019,IN,Clark,1018,13006,25222,39246,76.3,75.89,76.73
18021,IN,Clay,930,13575,24735,39240,76.66,76.10,77.24
18023,IN,Clinton,934,14465,25673,41072,77.88,77.35,78.39
18025,IN,Crawford,772,13737,23001,37510,76.1,75.34,76.85
18027,IN,Daviess,870,14329,24769,39968,77.17,76.57,77.78
18029,IN,Dearborn,1172,14552,28616,44340,77.83,77.31,78.34
18031,IN,Decatur,906,14422,25294,40622,78.37,77.90,78.85
18033,IN,DeKalb,947,14080,25444,40471,78.07,77.50,78.65
18035,IN,Delaware,858,11681,21977,34516,76.98,76.56,77.34
18037,IN,Dubois,962,14668,26212,41842,78.93,78.44,79.40
18039,IN,Elkhart,930,13358,24518,38806,78.78,78.41,79.16
18041,IN,Fayette,842,12392,22496,35730,75.84,75.23,76.45
18043,IN,Floyd,1109,13192,26500,40801,77.17,76.74,77.57
18045,IN,Fountain,898,14024,24800,39722,77.25,76.62,77.88
18047,IN,Franklin,1122,15202,28666,44990,78.95,78.37,79.51
18049,IN,Fulton,927,14160,25284,40371,76.9,76.27,77.48
18051,IN,Gibson,928,14383,25519,40830,78.06,77.56,78.56
18053,IN,Grant,801,12677,22289,35767,76.47,76.05,76.90
18055,IN,Greene,868,14204,24620,39692,76.76,76.21,77.28
18057,IN,Hamilton,1531,13721,32093,47345,81.78,81.47,82.07
18059,IN,Hancock,1198,14431,28807,44436,78.99,78.56,79.42
18061,IN,Harrison,966,14828,26420,42214,78.08,77.58,78.61
18063,IN,Hendricks,1286,13983,29415,44684,79.97,79.61,80.34
18065,IN,Henry,882,13276,23860,38018,76.93,76.46,77.39
18067,IN,Howard,884,12748,23356,36988,77.2,76.75,77.62
18069,IN,Huntington,914,14142,25110,40166,78.18,77.66,78.70
18071,IN,Jackson,930,13909,25069,39908,76.41,75.87,76.93
18073,IN,Jasper,1049,16051,28639,45739,78.01,77.51,78.59
18075,IN,Jay,779,14236,23584,38599,77.25,76.65,77.84
18077,IN,Jefferson,924,13458,24546,38928,76.18,75.66,76.70
18079,IN,Jennings,911,14317,25249,40477,75.53,74.90,76.19
18081,IN,Johnson,1191,13493,27785,42469,78.57,78.21,78.92
18083,IN,Knox,822,13254,23118,37194,76.17,75.67,76.69
18085,IN,Kosciusko,998,14400,26376,41774,78.52,78.07,78.95
18087,IN,LaGrange,1008,15476,27572,44056,79.74,79.22,80.28
18089,IN,Lake,1116,13811,27203,42130,76.93,76.52,77.34
18091,IN,LaPorte,989,12898,24766,38653,76.57,76.30,76.83
18093,IN,Lawrence,910,13964,24884,39758,76.44,75.93,76.93
18095,IN,Madison,875,13754,24254,38883,76.76,76.37,77.14
18097,IN,Marion,984,12018,23826,36828,76.2,75.96,76.45
18099,IN,Marshall,978,14470,26206,41654,79.06,78.52,79.54
18101,IN,Martin,911,14288,25220,40419,77.33,76.58,78.09
18103,IN,Miami,851,13761,23973,38585,77.83,77.26,78.38
18105,IN,Monroe,1063,12001,24757,37821,80.21,79.83,80.58
18107,IN,Montgomery,921,13991,25043,39955,77.94,77.42,78.47
18109,IN,Morgan,1058,14377,27073,42508,77.38,76.91,77.80
18111,IN,Newton,932,16425,27609,44966,77.2,76.46,77.85
18113,IN,Noble,933,14413,25609,40955,77.73,77.21,78.21
18115,IN,Ohio,1046,14801,27353,43200,78.27,77.35,79.19
18117,IN,Orange,840,13495,23575,37910,76.68,76.06,77.31
18119,IN,Owen,972,14239,25903,41114,76.29,75.66,76.88
18121,IN,Parke,819,14382,24210,39411,78.02,77.37,78.65
18123,IN,Perry,905,13885,24745,39535,77.72,77.07,78.34
18125,IN,Pike,884,15190,25798,41872,77.64,76.98,78.36
18127,IN,Porter,1263,14728,29884,45875,78.72,78.38,79.07
18129,IN,Posey,1060,14638,27358,43056,78.93,78.38,79.48
18131,IN,Pulaski,891,14556,25248,40695,77.21,76.49,77.89
18133,IN,Putnam,1028,14755,27091,42874,78.36,77.84,78.87
18135,IN,Randolph,784,13847,23255,37886,77.81,77.22,78.36
18137,IN,Ripley,1020,14686,26926,42632,77.86,77.30,78.40
18139,IN,Rush,876,14194,24706,39776,77.65,76.94,78.27
18141,IN,St. Joseph,938,12434,23690,37062,77.98,77.65,78.28
18143,IN,Scott,966,14119,25711,40796,73.42,72.77,74.02
18145,IN,Shelby,1041,14266,26758,42065,77.75,77.24,78.22
18147,IN,Spencer,956,15404,26876,43236,78.99,78.38,79.58
18149,IN,Starke,901,14453,25265,40619,74.66,74.04,75.30
18151,IN,Steuben,972,14288,25952,41212,78.85,78.33,79.39
18153,IN,Sullivan,818,13924,23740,38482,75.8,75.20,76.41
18155,IN,Switzerland,947,14238,25602,40787,76.5,75.67,77.29
